Rule_ID,Category,Business_Rule_Plain_English,Primary_IRS_Authority,source_file
BR-0169,INCOME: WAGES/COMP,(schedule triggering) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0170,INCOME: INTEREST/DIV,(schedule triggering) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0171,INCOME: CAPITAL GAINS,(schedule triggering) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0172,INCOME: BUSINESS (SCH C),(schedule triggering) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0173,INCOME: RENTAL/ROYALTY,(schedule triggering) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0174,INCOME: RETIREMENT/SS,(schedule triggering) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0175,ADJUSTMENTS (SCH 1),(schedule triggering) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0176,DEDUCTIONS: STANDARD,(schedule triggering) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0177,DEDUCTIONS: ITEMIZED,(schedule triggering) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0178,CREDITS: EITC/CTC/EDU,(schedule triggering) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0179,OTHER TAXES,(schedule triggering) Store source document references for every imported figure (line-level provenance).,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0180,PAYMENTS & WITHHOLDING,(schedule triggering) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0181,PENALTIES/INTEREST/ADMIN,(schedule triggering) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0182,INTAKE & IDENTITY,(documentation) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0183,FILING REQUIREMENTS,(documentation) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0184,INCOME: WAGES/COMP,(documentation) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0185,INCOME: INTEREST/DIV,(documentation) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0186,INCOME: CAPITAL GAINS,(documentation) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0187,INCOME: BUSINESS (SCH C),(documentation) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0188,INCOME: RENTAL/ROYALTY,(documentation) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0189,INCOME: RETIREMENT/SS,(documentation) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0190,ADJUSTMENTS (SCH 1),(documentation) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0191,DEDUCTIONS: STANDARD,(documentation) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0192,DEDUCTIONS: ITEMIZED,(documentation) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0193,CREDITS: EITC/CTC/EDU,(documentation) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0194,OTHER TAXES,(documentation) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0195,PAYMENTS & WITHHOLDING,(documentation) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0196,PENALTIES/INTEREST/ADMIN,(documentation) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0197,INTAKE & IDENTITY,(audit defense) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0198,FILING REQUIREMENTS,(audit defense) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0199,INCOME: WAGES/COMP,(audit defense) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0200,INCOME: INTEREST/DIV,(audit defense) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0201,INCOME: CAPITAL GAINS,(audit defense) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0202,INCOME: BUSINESS (SCH C),(audit defense) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0203,INCOME: RENTAL/ROYALTY,(audit defense) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0204,INCOME: RETIREMENT/SS,(audit defense) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0205,ADJUSTMENTS (SCH 1),(audit defense) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0206,DEDUCTIONS: STANDARD,(audit defense) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0207,DEDUCTIONS: ITEMIZED,(audit defense) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0208,CREDITS: EITC/CTC/EDU,(audit defense) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0209,OTHER TAXES,(audit defense) Store source document references for every imported figure (line-level provenance).,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0210,PAYMENTS & WITHHOLDING,(audit defense) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0211,PENALTIES/INTEREST/ADMIN,(audit defense) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0212,INTAKE & IDENTITY,(threshold handling (variable)) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0213,FILING REQUIREMENTS,(threshold handling (variable)) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0214,INCOME: WAGES/COMP,(threshold handling (variable)) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0215,INCOME: INTEREST/DIV,(threshold handling (variable)) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0216,INCOME: CAPITAL GAINS,(threshold handling (variable)) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0217,INCOME: BUSINESS (SCH C),(threshold handling (variable)) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0218,INCOME: RENTAL/ROYALTY,(threshold handling (variable)) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0219,INCOME: RETIREMENT/SS,(threshold handling (variable)) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0220,ADJUSTMENTS (SCH 1),(threshold handling (variable)) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0221,DEDUCTIONS: STANDARD,(threshold handling (variable)) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0222,DEDUCTIONS: ITEMIZED,(threshold handling (variable)) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0223,CREDITS: EITC/CTC/EDU,(threshold handling (variable)) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0224,OTHER TAXES,(threshold handling (variable)) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0225,PAYMENTS & WITHHOLDING,(threshold handling (variable)) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0226,PENALTIES/INTEREST/ADMIN,(threshold handling (variable)) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0227,INTAKE & IDENTITY,(e-file readiness) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0228,FILING REQUIREMENTS,(e-file readiness) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0229,INCOME: WAGES/COMP,(e-file readiness) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0230,INCOME: INTEREST/DIV,(e-file readiness) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0231,INCOME: CAPITAL GAINS,(e-file readiness) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0232,INCOME: BUSINESS (SCH C),(e-file readiness) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0233,INCOME: RENTAL/ROYALTY,(e-file readiness) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0234,INCOME: RETIREMENT/SS,(e-file readiness) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0235,ADJUSTMENTS (SCH 1),(e-file readiness) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0236,DEDUCTIONS: STANDARD,(e-file readiness) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0237,DEDUCTIONS: ITEMIZED,(e-file readiness) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0238,CREDITS: EITC/CTC/EDU,(e-file readiness) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0239,OTHER TAXES,(e-file readiness) Store source document references for every imported figure (line-level provenance).,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0240,PAYMENTS & WITHHOLDING,(e-file readiness) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0241,PENALTIES/INTEREST/ADMIN,(e-file readiness) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0242,INTAKE & IDENTITY,(exception routing) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0243,FILING REQUIREMENTS,(exception routing) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0244,INCOME: WAGES/COMP,(exception routing) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0245,INCOME: INTEREST/DIV,(exception routing) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0246,INCOME: CAPITAL GAINS,(exception routing) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0247,INCOME: BUSINESS (SCH C),(exception routing) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0248,INCOME: RENTAL/ROYALTY,(exception routing) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0249,INCOME: RETIREMENT/SS,(exception routing) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0250,ADJUSTMENTS (SCH 1),(exception routing) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0251,DEDUCTIONS: STANDARD,(exception routing) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0252,DEDUCTIONS: ITEMIZED,(exception routing) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0253,CREDITS: EITC/CTC/EDU,(exception routing) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0254,OTHER TAXES,(exception routing) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0255,PAYMENTS & WITHHOLDING,(exception routing) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0256,PENALTIES/INTEREST/ADMIN,(exception routing) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0257,INTAKE & IDENTITY,(cross-form reconciliation) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0258,FILING REQUIREMENTS,(cross-form reconciliation) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0259,INCOME: WAGES/COMP,(cross-form reconciliation) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0260,INCOME: INTEREST/DIV,(cross-form reconciliation) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0261,INCOME: CAPITAL GAINS,(cross-form reconciliation) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0262,INCOME: BUSINESS (SCH C),(cross-form reconciliation) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0263,INCOME: RENTAL/ROYALTY,(cross-form reconciliation) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0264,INCOME: RETIREMENT/SS,(cross-form reconciliation) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0265,ADJUSTMENTS (SCH 1),(cross-form reconciliation) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0266,DEDUCTIONS: STANDARD,(cross-form reconciliation) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0267,DEDUCTIONS: ITEMIZED,(cross-form reconciliation) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0268,CREDITS: EITC/CTC/EDU,(cross-form reconciliation) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0269,OTHER TAXES,(cross-form reconciliation) Store source document references for every imported figure (line-level provenance).,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0270,PAYMENTS & WITHHOLDING,(cross-form reconciliation) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0271,PENALTIES/INTEREST/ADMIN,(cross-form reconciliation) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0272,INTAKE & IDENTITY,(security/privacy controls) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0273,FILING REQUIREMENTS,(security/privacy controls) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0274,INCOME: WAGES/COMP,(security/privacy controls) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0275,INCOME: INTEREST/DIV,(security/privacy controls) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0276,INCOME: CAPITAL GAINS,(security/privacy controls) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0277,INCOME: BUSINESS (SCH C),(security/privacy controls) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
BR-0278,INCOME: RENTAL/ROYALTY,(security/privacy controls) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0279,INCOME: RETIREMENT/SS,(security/privacy controls) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0280,ADJUSTMENTS (SCH 1),(security/privacy controls) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0281,DEDUCTIONS: STANDARD,(security/privacy controls) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Instructions for Form 1040 (2025) – Standard Deduction section and worksheets; Topic No. 551 – Standard deduction,us_individual_tax_business_rules_1000_2025.csv
BR-0282,DEDUCTIONS: ITEMIZED,(security/privacy controls) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0283,CREDITS: EITC/CTC/EDU,(security/privacy controls) Validate that totals reconcile: total withholding equals sum of all withholding inputs; otherwise flag.,Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0284,OTHER TAXES,(security/privacy controls) Prevent claiming the same dependent SSN twice within the return; enforce unique dependent roster.,Instructions for Form 1040 (2025) – schedule 2/other taxes guide,us_individual_tax_business_rules_1000_2025.csv
BR-0285,PAYMENTS & WITHHOLDING,(security/privacy controls) Enforce that each SSN/ITIN field has correct format and checksum where applicable.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0286,PENALTIES/INTEREST/ADMIN,(security/privacy controls) Require taxpayer to acknowledge penalties-of-perjury declaration before finalization.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0287,INTAKE & IDENTITY,(data validation) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0288,FILING REQUIREMENTS,(data validation) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0289,INCOME: WAGES/COMP,(data validation) Store source document references for every imported figure (line-level provenance).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0290,INCOME: INTEREST/DIV,(data validation) Apply rounding rules consistently (dollars vs cents) per IRS form instruction requirements.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0291,INCOME: CAPITAL GAINS,(data validation) Detect duplicate payer statements by payer EIN + form type + amount + tax year; prompt merge/resolve.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0292,INCOME: BUSINESS (SCH C),(data validation) Validate that totals reconcile: sum of W-2 wages equals line 1z unless adjustments exist; otherwise flag.,Publication 17 (2025) – business income overview; Publication 463 (2025 draft) – travel/vehicle substantiation and limits,us_individual_tax_business_rules_1000_2025.csv
